id,url,label,tweet,author,created_at,source_file,hasztag/canidate,tweet_clean,tweet_no_stop,tweet_base_no_stop
1.92E+18,https://x.com/agntwo1/status/1919023844397879620,pozytywny,@Nona99303983 Bardzo chciany 😍🤩🤗❤️ #Nawrocki2025 #Nawrocki2025Prezydentem https://t.co/lY2NOKznDG,agntwo1,Sun May 04 13:38:32 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, bardzo chciany      nawrocki2025 nawrocki2025prezydentem ,chciany nawrocki2025 nawrocki2025prezydentem,chciany nawrocki2025 nawrocki2025prezydentem
1.92E+18,https://x.com/Kociababuszka/status/1917920453517062545,neutralny,Dostałam gazetę z potężnym Duńczykiem #zandberg2025 https://t.co/1R8GMHe0QG,Kociababuszka,Thu May 01 12:34:04 +0000 2025,tweets__zandberg2025_20250505_110456.csv,tweets__zandberg2025,dostałam gazetę z potężnym duńczykiem zandberg2025 ,dostałam gazetę potężnym duńczykiem zandberg2025,dostać być gazeta potężny duńczykiem zandberg2025
1.92E+18,https://x.com/kiedrowska_anna/status/1918900075998097557,neutralny,@Nawrocki25 #Nawrocki2025,kiedrowska_anna,Sun May 04 05:26:44 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, nawrocki2025,nawrocki2025,nawrocki2025
1.92E+18,https://x.com/GrazynaZeta/status/1918778052026192327,neutralny,🇵🇱❤️💪 #Nawrocki2025  #NawrockiPrezydent2025  #Nawrocki2025Prezydentem,GrazynaZeta,Sat May 03 21:21:51 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025,    nawrocki2025 nawrockiprezydent2025 nawrocki2025prezydentem,nawrocki2025 nawrockiprezydent2025 nawrocki2025prezydentem,nawrocki2025 nawrockiprezydent2025 nawrocki2025prezydentem
1.92E+18,https://x.com/MalewskaDorota/status/1919097298262397375,neutralny,@20Jaskulski #Trzaskowski2025,MalewskaDorota,Sun May 04 18:30:25 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025, trzaskowski2025,trzaskowski2025,trzaskowski2025
1.92E+18,https://x.com/IwonaZywko/status/1916129686331314446,neutralny,@szymon_holownia #Hołownia2025 #PodJednąFlagą #MójPrezydent #Wybory2025,IwonaZywko,Sat Apr 26 13:58:11 +0000 2025,tweets__Holownia2025_20250505_121943.csv,tweets__Holownia2025, hołownia2025 podjednąflagą mójprezydent wybory2025,hołownia2025 podjednąflagą mójprezydent wybory2025,hołownia2025 podjednąflagą mójprezydent wybory2025
1.92E+18,https://x.com/KILL5SQUAD/status/1918660150405066832,neutralny,@trzaskowski_ Lecimy https://t.co/UOSae1c8dE,KILL5SQUAD,Sat May 03 13:33:21 +0000 2025,tweets__Trzaskowski_replies_1907140508121739677_20250505_133110.csv,tweets__Trzaskowski, lecimy ,lecimy,lecić
1.92E+18,https://x.com/no_8112/status/1919083695052292180,pozytywny,🗳️ 18 maja wszyscy głosujemy na #Nawrocki2025.  Zróbmy to dla Polski 🇵🇱 https://t.co/qcibTEUVT5,no_8112,Sun May 04 17:36:22 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025,  18 maja wszyscy głosujemy na nawrocki2025. zróbmy to dla polski   ,18 maja głosujemy nawrocki2025. zróbmy polski,18 maj głosować nawrocki2025. zróbmy Polska
1.92E+18,https://x.com/POLA95830572/status/1918996556100911239,neutralny,@JJ22914273 #Nawrocki2025 ✌🇵🇱,POLA95830572,Sun May 04 11:50:06 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, nawrocki2025   ,nawrocki2025,nawrocki2025
1.91E+18,https://x.com/etele80kovacs/status/1911656494610739292,pozytywny,@TojaWaldemar Magda #Biejat jest najlepsza. #Biejat2025,etele80kovacs,Mon Apr 14 05:43:19 +0000 2025,tweets__Biejat2025_20250505_122318.csv,tweets__Biejat2025, magda biejat jest najlepsza. biejat2025,magda biejat najlepsza. biejat2025,Magda biejat najlepsza. biejat2025
1.92E+18,https://x.com/pawlik06/status/1918690080631185445,negatywny,"#KotwicaHistorii #Nawrocki2025 #NawrockiPrezydent2025 #DrużynaNawrockiego #NormalnaPolska  Spotkanie w Białym Domu. Nawrocki pokazał spot: „Manipulują, kłamią i będą kłamać”  https://t.co/p8SJofbJPH",pawlik06,Sat May 03 15:32:17 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025," kotwicahistori nawrocki2025 nawrockiprezydent2025 drużynanawrockiego normalnapolska spotkanie w białym domu. nawrocki pokazał spot: „manipulują, kłamią i będą kłamać” ","kotwicahistori nawrocki2025 nawrockiprezydent2025 drużynanawrockiego normalnapolska spotkanie białym domu. nawrocki pokazał spot: „manipulują, kłamią kłamać”","Kotwicahistori nawrocki2025 nawrockiprezydent2025 drużynanawrockiy normalnapolski spotkanie biały dom. nawrocki pokazać spot: „ manipulować, kłamać kłamać ”"
1.92E+18,https://x.com/edfrtj/status/1918898958748819484,pozytywny,@GrzegorzBraun_ Piękny spot!I oczywiście ma pan mój głos :),edfrtj,Sun May 04 05:22:17 +0000 2025,tweets__Braun_replies_1918394614819557745_20250505_125409.csv,tweets__Braun, piękny spot!i oczywiście ma pan mój głos :),piękny spot!i oczywiście głos :),piękny spot! i oczywiście głos:)
1.91E+18,https://x.com/WandaNowicka/status/1911704725331890358,pozytywny,!!! @MagdaBiejat nie powiedziała jeszcze ostatniego kroku. Dopiero się rozkręca. Jedziemy dalej! 👍✌️💪👏 #Biejat2025  #ŁączyNasWiecej  @__Lewica https://t.co/XQsqa8EKrm,WandaNowicka,Mon Apr 14 08:54:58 +0000 2025,tweets__Biejat2025_20250505_122318.csv,tweets__Biejat2025,! nie powiedziała jeszcze ostatniego kroku. dopiero się rozkręca. jedziemy dalej!      biejat2025 łączynaswiecej ,! powiedziała ostatniego kroku. dopiero rozkręca. jedziemy dalej! biejat2025 łączynaswiecej,! powiedzieć ostatni krok. dopiero rozkręcać. jedziemy daleko! biejat2025 łączynaswiecej
1.92E+18,https://x.com/AnnaWielopolsk1/status/1919131132232077426,pozytywny,"@Marek24697393 Tak.. najlepszy.. dla normalnej, nowoczesnej, usmiechnietej Polski.. pelna mobilizacja ✌️ #Trzaskowski2025  🤍❤️ #WygraCałaPolska",AnnaWielopolsk1,Sun May 04 20:44:52 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025," tak. najlepszy. dla normalnej, nowoczesnej, usmiechnietej polski. pelna mobilizacja   trzaskowski2025    wygracałapolska","tak. najlepszy. normalnej, nowoczesnej, usmiechnietej polski. pelna mobilizacja trzaskowski2025 wygracałapolska","tak. dobry. normalny, nowoczesny, usmiechniety Polska. pelny mobilizacja trzaskowski2025 wygracałapolski"
1.92E+18,https://x.com/AwaSiwiak10397/status/1918068418600653178,negatywny,"@szymon_holownia @MagdaBiejat Słyszałam że już jawnie rotek mówisz że twoim zadaniem jest nie pozwolić Nawrockiemu wygrać wyborów… Pajacu  Życzę 0,1 %",AwaSiwiak10397,Thu May 01 22:22:01 +0000 2025,tweets__Holownia_replies_1917637452530954514_20250505_130344.csv,tweets__Holownia," słyszałam że już jawnie rotek mówisz że twoim zadaniem jest nie pozwolić nawrockiemu wygrać wyborów… pajacu życzę 0,1 %","słyszałam jawnie rotek mówisz zadaniem pozwolić nawrockiemu wygrać wyborów… pajacu życzę 0,1 %","słyszeć być jawnie rotek mówić zadanie pozwolić nawrockiemu wygrać wybory … pajacu życzyć 0,1 %"
1.91E+18,https://x.com/sebvsh_/status/1912884563920949551,neutralny,Witam #Zandberg2025 🇵🇱 https://t.co/CjepxbSVwD,sebvsh_,Thu Apr 17 15:03:14 +0000 2025,tweets__zandberg2025_20250505_120449.csv,tweets__zandberg2025,witam zandberg2025   ,witam zandberg2025,witać zandberg2025
1.92E+18,https://x.com/wiedzmaanna/status/1919136584781177187,neutralny,Warto przypomnieć. Żeby naprawić Polskę głosujemy na Rafała Trzaskowskiego. #Trzaskowski2025,wiedzmaanna,Sun May 04 21:06:32 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025,warto przypomnieć. żeby naprawić polskę głosujemy na rafała trzaskowskiego. trzaskowski2025,warto przypomnieć. naprawić polskę głosujemy rafała trzaskowskiego. trzaskowski2025,warto przypomnieć. naprawić polska głosujemy rafać trzaskowskiy. trzaskowski2025
1.92E+18,https://x.com/mblaszczak/status/1919046604297802112,neutralny,Jutro zapraszam do Białej-Podlaskiej!   #Nawrocki2025 https://t.co/SveeDaE5dy,mblaszczak,Sun May 04 15:08:59 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025,jutro zapraszam do białej-podlaskiej! nawrocki2025 ,jutro zapraszam białej-podlaskiej! nawrocki2025,jutro zapraszać biały - podlaski! nawrocki2025
1.92E+18,https://x.com/OliwierFMPIS/status/1918772617307185493,pozytywny,Z Polonią po zwycięstwo 🇵🇱✌️. #Nawrocki2025 🤍❤️,OliwierFMPIS,Sat May 03 21:00:15 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025,z polonią po zwycięstwo   . nawrocki2025   ,polonią zwycięstwo . nawrocki2025,polonić zwycięstwo. nawrocki2025
1.92E+18,https://x.com/Magorza53131351/status/1916077990972199046,neutralny,👋☀️❤️ #Braun2025 🇵🇱🧯 https://t.co/h4ezBjsAC4,Magorza53131351,Sat Apr 26 10:32:46 +0000 2025,tweets__Braun2025_20250505_122023.csv,tweets__Braun2025,    braun2025    ,braun2025,braun2025
1.91E+18,https://x.com/satanhaterpl/status/1911850488183562277,pozytywny,VAMOS POLSKA #STANOWSKI2025,satanhaterpl,Mon Apr 14 18:34:11 +0000 2025,tweets__Stanowski2025_20250505_121331.csv,tweets__Stanowski2025,vamos polska stanowski2025,vamos polska stanowski2025,vamos Polska stanowski2025
1.92E+18,https://x.com/PlNadeWszystko/status/1918363701368721513,neutralny,Mentzen grilluje. 😎 #Mentzen2025 https://t.co/yD8wgHdq1N,PlNadeWszystko,Fri May 02 17:55:22 +0000 2025,tweets__Mentzen2025_20250505_111555.csv,tweets__Mentzen2025,mentzen griluje.   mentzen2025 ,mentzen griluje. mentzen2025,mentzen grilować. mentzen2025
1.92E+18,https://x.com/ukasz1936204/status/1918966497138896938,neutralny,@stasiugaska1 @SlawomirMentzen Myślę że nawet 4k nie było porównując ten wiec do wiecu w Poznaniu,ukasz1936204,Sun May 04 09:50:40 +0000 2025,tweets__Mentzen_replies_1918738065184440815_20250505_131810.csv,tweets__Mentzen, myślę że nawet 4k nie było porównując ten wiec do wiecu w poznaniu,myślę 4k porównując wiec wiecu poznaniu,myśleć 4k porównuwać wiec wiec poznać
1.92E+18,https://x.com/MichalRulski/status/1918360108561531215,negatywny,"@SlawomirMentzen : Czy @trzaskowski_  zrobił kibloschron w #Warszawa ,że to takie drogie? #Mentzen2025 w #łodzi , pełen plac https://t.co/Yvvwa0T7KK",MichalRulski,Fri May 02 17:41:05 +0000 2025,tweets__Mentzen2025_20250505_111555.csv,tweets__Mentzen2025," : czy zrobił kibloschron w warszawa ,że to takie drogie? mentzen2025 w łodzi , pełen plac ",": zrobił kibloschron warszawa ,że drogie? mentzen2025 łodzi , pełen plac",": zrobić kibloschron warszawa, że drogi? mentzen2025 łódź, pełny plac"
1.92E+18,https://x.com/EwaEwa4455/status/1919068930603167835,negatywny,@kobietynawybory @moanrosa Kobiety mają głosować na kogoś kto mówi o sobie dupiarz? 😳 Tylko #Nawrocki2025 https://t.co/a1JKMlpJ6s,EwaEwa4455,Sun May 04 16:37:42 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, kobiety mają głosować na kogoś kto mówi o sobie dupiarz?   tylko nawrocki2025 ,kobiety głosować kogoś mówi dupiarz? nawrocki2025,kobieta głosować ktoś mówić dupiarz? nawrocki2025
1.92E+18,https://x.com/Ewa74501725/status/1918750381355442491,neutralny,"@TABochenski @MarcinKosiorek Panie Tobiaszu , to jest bardzo prosty wybór.  Tylko #Nawrocki2025 🇵🇱❤️ https://t.co/yAKkE0hNeS",Ewa74501725,Sat May 03 19:31:54 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025," panie tobiaszu , to jest bardzo prosty wybór. tylko nawrocki2025    ","panie tobiaszu , prosty wybór. nawrocki2025","pani tobiaszu, prosty wybór. nawrocki2025"
1.92E+18,https://x.com/54656478567z/status/1919119827932684348,negatywny,"@GrzegorzBraun_ Chuj ci w dupę, parszywy kacapski śmieciu",54656478567z,Sun May 04 19:59:57 +0000 2025,tweets__Braun_replies_1919058425536749608_20250505_125826.csv,tweets__Braun," chuj ci w dupę, parszywy kacapski śmieciu","chuj dupę, parszywy kacapski śmieciu","chuj dupa, parszywy kacapski śmiecie"
1.92E+18,https://x.com/Beataboni/status/1917212246461055127,neutralny,"@MagdaBiejat @Lewica_News @__Lewica Jako kobieta, przedsiębiorca i matka - na zwolnieniu w ciąży dostawałam 600zl zasiłku. Natomiast mój zasiłek macierzyński został podniesiony do kosiniakowego. Posiadając kilka mieszkań mam zapłacić za nie podatek, mimo, że zostało kupione za opodatkowane wcześniej pieniądze?",Beataboni,Tue Apr 29 13:39:54 +0000 2025,tweets__Biejat_replies_1916532829762064668_20250505_123356.csv,tweets__Biejat," jako kobieta, przedsiębiorca i matka - na zwolnieniu w ciąży dostawałam 60zl zasiłku. natomiast mój zasiłek macierzyński został podniesiony do kosiniakowego. posiadając kilka mieszkań mam zapłacić za nie podatek, mimo, że zostało kupione za opodatkowane wcześniej pieniądze?","kobieta, przedsiębiorca matka - zwolnieniu ciąży dostawałam 60zl zasiłku. zasiłek macierzyński podniesiony kosiniakowego. posiadając mieszkań zapłacić podatek, mimo, zostało kupione opodatkowane wcześniej pieniądze?","kobieta, przedsiębiorca matka - zwolnić ciąża dostawać być 60zl zasiłek. zasiłek macierzyński podnieść kosiniakow. posiadając mieszkanie zapłacić podatek, mimo, zostać kupić opodatkować wcześnie pieniądz?"
1.92E+18,https://x.com/ZOFIA31984192/status/1919068803935170945,neutralny,#Hołownia2025,ZOFIA31984192,Sun May 04 16:37:12 +0000 2025,tweets__Holownia2025_20250505_112506.csv,tweets__Holownia2025, hołownia2025,hołownia2025,hołownia2025
1.92E+18,https://x.com/gajewskantonina/status/1915430410722410751,neutralny,Przypinka po lewej stronie 😼❤️ #NewProfilePic #biejat2025 #lewica https://t.co/s69LgSbfrc,gajewskantonina,Thu Apr 24 15:39:31 +0000 2025,tweets__Biejat2025_20250505_122318.csv,tweets__Biejat2025,przypinka po lewej stronie    newprofilepic biejat2025 lewica ,przypinka lewej stronie newprofilepic biejat2025 lewica,przypinka lewy strona newprofilepic biejat2025 lewica
1.92E+18,https://x.com/ewairmina/status/1918907043483648132,pozytywny,"@YarlYOMSBORG @p_zuchowski Dwie wizje Polski.  Ja wybieram bezpieczeństwo, rozwój i zaufanie.  Tylko #Nawrocki2025 🇵🇱🤝🇺🇸 https://t.co/68RagifZhI",ewairmina,Sun May 04 05:54:25 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025," dwie wizje polski. ja wybieram bezpieczeństwo, rozwój i zaufanie. tylko nawrocki2025     ","wizje polski. wybieram bezpieczeństwo, rozwój zaufanie. nawrocki2025","wizja Polska. wybierać bezpieczeństwo, rozwój zaufanie. nawrocki2025"
1.91E+18,https://x.com/rodriguez93153/status/1913528417460408508,neutralny,#Jakubiak2025 https://t.co/7icueR4vFI,rodriguez93153,Sat Apr 19 09:41:41 +0000 2025,tweets__Jakubiak2025_20250505_121917.csv,tweets__Jakubiak2025, jakubiak2025 ,jakubiak2025,jakubiak2025
1.92E+18,https://x.com/TynaLondon/status/1918908652133531952,neutralny,#Nawrocki2025   #NawrockiPrezydent2025 Tylko KN https://t.co/ARFPyhBhZc,TynaLondon,Sun May 04 06:00:48 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, nawrocki2025 nawrockiprezydent2025 tylko kn ,nawrocki2025 nawrockiprezydent2025 kn,nawrocki2025 nawrockiprezydent2025 kn
1.92E+18,https://x.com/DeWujek/status/1919091166378680516,pozytywny,@KrzychuBlues @NawrockiKn Do zwycięstwa! 🇵🇱✌️❤️🌹❗️ #NawrockiPrezydent2025  #Nawrocki2025,DeWujek,Sun May 04 18:06:03 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, do zwycięstwa!       nawrockiprezydent2025 nawrocki2025,zwycięstwa! nawrockiprezydent2025 nawrocki2025,zwycięstwo! nawrockiprezydent2025 nawrocki2025
1.92E+18,https://x.com/Heliusz11/status/1915825265088893286,neutralny,@jakubiak_marek Co robi za Panem tak klapa z kibla,Heliusz11,Fri Apr 25 17:48:32 +0000 2025,tweets__Jakubiak_replies_1915122574050398590_20250505_130747.csv,tweets__Jakubiak, co robi za panem tak klapa z kibla,robi panem klapa kibla,robić pan klapa kibel
1.92E+18,https://x.com/UrszulaRusecka/status/1919026674231837024,neutralny,#Nawrocki2025✌️✌️✌️,UrszulaRusecka,Sun May 04 13:49:47 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, nawrocki2025   ,nawrocki2025,nawrocki2025
1.92E+18,https://x.com/yoanna_jgd/status/1919081499485237601,pozytywny,@RadnyGrabowski Do zwycięstwa! 🇵🇱✌️ #WygraCałaPolska  #Trzaskowski2025 https://t.co/ZIsU7o5TvJ,yoanna_jgd,Sun May 04 17:27:38 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025, do zwycięstwa!    wygracałapolska trzaskowski2025 ,zwycięstwa! wygracałapolska trzaskowski2025,zwycięstwo! wygracałapolski trzaskowski2025
1.92E+18,https://x.com/Prof__Filutek/status/1918941859805589572,negatywny,"@pomaska (P)oślico, wasze kłamliwe starania, by zdyskredytować #Nawrocki2025, i tak spełzną na niczym. Nie przykryjecie tego, że to wy reprezentujecie skompromitowane, załgane środowisko działające na szkodę interesów Polski przez realizację berlinsko-brukselskiej agendy w Warszawie.",Prof__Filutek,Sun May 04 08:12:46 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025," (p)oślico, wasze kłamliwe starania, by zdyskredytować nawrocki2025, i tak spełzną na niczym. nie przykryjecie tego, że to wy reprezentujecie skompromitowane, załgane środowisko działające na szkodę interesów polski przez realizację berlinsko-brukselskiej agendy w warszawie.","(p)oślico, kłamliwe starania, zdyskredytować nawrocki2025, spełzną niczym. przykryjecie tego, reprezentujecie skompromitowane, załgane środowisko działające szkodę interesów polski realizację berlinsko-brukselskiej agendy warszawie.","( pan ) oślico, kłamliwy staranie, zdyskredytować nawrocki2025, spełzny niczym. przykryjecie to, reprezentujecie skompromitować, załgać środowisko działać szkoda interes polski realizacja berlinsky - brukselski agenda Warszawa."
1.92E+18,https://x.com/Strykasia/status/1915992523228536950,neutralny,#Wybory2025,Strykasia,Sat Apr 26 04:53:09 +0000 2025,tweets__Wybory2025_20250505_122545.csv,tweets__Wybory2025, wybory2025,wybory2025,wybory2025
1.92E+18,https://x.com/AdamNowak121720/status/1919087287960301724,neutralny,@Piotrbazi #Braun2025,AdamNowak121720,Sun May 04 17:50:39 +0000 2025,tweets__Braun2025_20250505_114232.csv,tweets__Braun2025, braun2025,braun2025,braun2025
1.92E+18,https://x.com/HanterPoen/status/1916240651169001942,neutralny,@AdamusKrystyna #Braun2025 🇵🇱,HanterPoen,Sat Apr 26 21:19:07 +0000 2025,tweets__Braun2025_20250505_122023.csv,tweets__Braun2025, braun2025  ,braun2025,braun2025
1.91E+18,https://x.com/maks18pl/status/1911886873196478974,neutralny,@hayastanboi Zandberg na początku był zaspany i niewprawiony ale z każdymi minutami rozkręcał się i zdemolował w pył to żenujące towarzystwo. JAZDA #zandberg2025,maks18pl,Mon Apr 14 20:58:46 +0000 2025,tweets__zandberg2025_20250505_120449.csv,tweets__zandberg2025, zandberg na początku był zaspany i niewprawiony ale z każdymi minutami rozkręcał się i zdemolował w pył to żenujące towarzystwo. jazda zandberg2025,zandberg początku zaspany niewprawiony każdymi minutami rozkręcał zdemolował pył żenujące towarzystwo. jazda zandberg2025,zandberg początek zaspać niewprawić każdy minut rozkręcać zdemolować pył żenować towarzystwo. jazda zandberg2025
1.92E+18,https://x.com/CzaRY74/status/1919084211065008190,pozytywny,@59Jpiech Oczywiście! Chce dobra Polski. Dlatego tylko Prezydent #Trzaskowski2025  #TrzaskamyPierwsząTurę,CzaRY74,Sun May 04 17:38:25 +0000 2025,tweets__Trzaskowski2025_20250505_122839.csv,tweets__Trzaskowski2025, oczywiście! chce dobra polski. dlatego tylko prezydent trzaskowski2025 trzaskamypierwsząturę,oczywiście! dobra polski. prezydent trzaskowski2025 trzaskamypierwsząturę,oczywiście! dobra Polska. prezydent trzaskowski2025 trzaskamypierwsząturę
1.92E+18,https://x.com/ANNAdust107/status/1918705828539798000,pozytywny,@Anna1588328 @NawrockiKn .....szykujmy barek !!!!😉😄😄W powietrzu czuć wygraną !!!  Zdrówko za Ciebie i za Karola #Nawrocki2025 🍷 https://t.co/C7RFRrV2M1,ANNAdust107,Sat May 03 16:34:52 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, .szykujmy barek !  w powietrzu czuć wygraną ! zdrówko za ciebie i za karola nawrocki2025   ,.szykujmy barek ! powietrzu czuć wygraną ! zdrówko karola nawrocki2025,.szykujmy barka! powietrze czuć wygrana! zdrówko karol nawrocki2025
1.91E+18,https://x.com/etele80kovacs/status/1913337360063893707,neutralny,@romanaprusik @donaldtusk Lepiej głosować na #Biejat 🏳️‍🌈 #Biejat2025 🏳️‍🌈,etele80kovacs,Fri Apr 18 21:02:29 +0000 2025,tweets__Biejat2025_20250505_122318.csv,tweets__Biejat2025, lepiej głosować na biejat   biejat2025  ,lepiej głosować biejat biejat2025,dobrze głosować biejat biejat2025
1.92E+18,https://x.com/mroszcz39/status/1919017411879084276,pozytywny,@Nawrocki25 Doskonale o tym wiemy. Dlatego na Niezłomnego Strażaka @GrzegorzBraun_ a zagłosujemy #Braun2025 https://t.co/GdbGTWe8pS,mroszcz39,Sun May 04 13:12:59 +0000 2025,tweets__Braun2025_20250505_114232.csv,tweets__Braun2025, doskonale o tym wiemy. dlatego na niezłomnego strażaka a zagłosujemy braun2025 ,doskonale wiemy. niezłomnego strażaka zagłosujemy braun2025,doskonale wiedzieć. niezłomny strażak zagłosujeć braun2025
1.92E+18,https://x.com/tomolec/status/1918013206041071959,neutralny,"@MagdaBiejat @Lewica_News @__Lewica Ma pani mój głos w I turze, chyba, że Zandberg ma. Mam do was ważne dla mnie pytanie. I pomyślałem sobie, że jeśli ktoś mi na nie odpowie to dostanie mój głos. Napisałem do pani i AZ na FB, brak odpowiedzi. Rozumiem, że brak czasu i ktoś to obsługuje. Będą spotkania w Szczecinie.",tomolec,Thu May 01 18:42:37 +0000 2025,tweets__Biejat_replies_1916532829762064668_20250505_123356.csv,tweets__Biejat," ma pani mój głos w i turze, chyba, że zandberg ma. mam do was ważne dla mnie pytanie. i pomyślałem sobie, że jeśli ktoś mi na nie odpowie to dostanie mój głos. napisałem do pani i az na fb, brak odpowiedzi. rozumiem, że brak czasu i ktoś to obsługuje. będą spotkania w szczecinie.","głos turze, chyba, zandberg ma. ważne pytanie. pomyślałem sobie, odpowie dostanie głos. napisałem fb, brak odpowiedzi. rozumiem, brak czasu obsługuje. spotkania szczecinie.","głos tura, chyba, zandberg mieć. ważny pytanie. pomyśleć być siebie, odpowiedzieć dostać głos. napisać być fb, brak odpowiedź. rozumieć, brak czas obsługować. spotkanie szczecinie."
1.92E+18,https://x.com/jacobjonesjr/status/1916188736229945676,neutralny,Protokół 3.5% odpalony #wybory2025,jacobjonesjr,Sat Apr 26 17:52:50 +0000 2025,tweets__Wybory2025_20250505_122545.csv,tweets__Wybory2025,protokół 3.5% odpalony wybory2025,protokół 3.5% odpalony wybory2025,protokół 3. 5 % odpalić wybory2025
1.92E+18,https://x.com/NelS0NNNNNN/status/1917205284260335903,neutralny,@dobrobytipokoj #Maciak2025,NelS0NNNNNN,Tue Apr 29 13:12:14 +0000 2025,tweets__Maciak2025_20250505_111741.csv,tweets__Maciak2025, maciak2025,maciak2025,maciak2025
1.92E+18,https://x.com/MikolajWit38924/status/1916057259215294949,neutralny,Dokładnie  #wybory2025 #WyboryPrezydenckie2025  https://t.co/tEtZtrPS6a,MikolajWit38924,Sat Apr 26 09:10:23 +0000 2025,tweets__Wybory2025_20250505_122545.csv,tweets__Wybory2025,dokładnie wybory2025 wyboryprezydenckie2025 ,dokładnie wybory2025 wyboryprezydenckie2025,dokładnie wybory2025 wyboryprezydenckie2025
1.92E+18,https://x.com/Basialinka/status/1918908154345116080,negatywny,@lis_tomasz Mówisz o burdelu znaczy że namawiasz żeby nikt nie głosował na tęczowego dupiarza  jako reprezentanta  tej klasy ? . Dziękujemy i  głosujemy #Nawrocki2025,Basialinka,Sun May 04 05:58:50 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025, mówisz o burdelu znaczy że namawiasz żeby nikt nie głosował na tęczowego dupiarza jako reprezentanta tej klasy ? . dziękujemy i głosujemy nawrocki2025,mówisz burdelu znaczy namawiasz nikt głosował tęczowego dupiarza reprezentanta klasy ? . dziękujemy głosujemy nawrocki2025,mówić burdel znaczyć namawiać nikt głosować tęczowy dupiarz reprezentant klasa?. dziękować głosujemy nawrocki2025
1.92E+18,https://x.com/Szafarowicz2001/status/1918756080567345181,pozytywny,"Empatia, uważne zainteresowanie troskami innych i serce na dłoni - tego nie da się wyreżyserować ani nauczyć, taka jest przyszła Pierwsza Dama RP - Marta Nawrocka 👏✌️🇵🇱  #Nawrocki2025 #PoPierwszePolska ❤️🇵🇱 https://t.co/Nchm1FJ3R7",Szafarowicz2001,Sat May 03 19:54:33 +0000 2025,tweets__Nawrocki2025_20250505_111024.csv,tweets__Nawrocki2025,"empatia, uważne zainteresowanie troskami inych i serce na dłoni - tego nie da się wyreżyserować ani nauczyć, taka jest przyszła pierwsza dama rp - marta nawrocka     nawrocki2025 popierwszepolska    ","empatia, uważne zainteresowanie troskami inych serce dłoni - da wyreżyserować nauczyć, przyszła pierwsza dama rp - marta nawrocka nawrocki2025 popierwszepolska","empatia, uważny zainteresowanie troska iny serce dłoń - dać wyreżyserować nauczyć, przyjść pierwszy dama rp - marta nawrocki nawrocki2025 popierwszepolski"
1.92E+18,https://x.com/melfisSsj/status/1916853117712306279,negatywny,@gps65 @SlawomirMentzen @trzaskowski_ @NawrockiKn Ja chyba wolę mniejsze zło. Ale tak czy inaczej w pierwszej wybieram większe dobro. #Mentzen2025,melfisSsj,Mon Apr 28 13:52:51 +0000 2025,tweets__Mentzen2025_20250505_111555.csv,tweets__Mentzen2025, ja chyba wolę mniejsze zło. ale tak czy inaczej w pierwszej wybieram większe dobro. mentzen2025,chyba wolę mniejsze zło. inaczej pierwszej wybieram większe dobro. mentzen2025,chyba wola mały zło. inaczej pierwszy wybierać wielki dobro. mentzen2025
